0, 2.29725026105, 4.5080103098
10, 2.34505862647, 4.37447823494
20, 2.44789943764, 4.33532712014
30, 2.42067386326, 4.22055205724
40, 2.37942122186, 4.05736726768
50, 2.36724248241, 4.02488108306
60, 2.38632699129, 4.09405377003
70, 2.38018655516, 4.05543145887
80, 2.32339089482, 3.86204047914
90, 2.31177756951, 3.81064944063
100, 2.27762388427, 3.70201730248
110, 2.30673316708, 3.79256495021
120, 2.30817217717, 3.79456585702
130, 2.35834609495, 4.05940787291
140, 2.25225225225, 4.23831889373
150, 2.36385397965, 4.54333774193
160, 2.23546944858, 4.4039483675
170, 2.29645093946, 3.99733757349
180, 2.27608631392, 3.91922268146
190, 2.29725026105, 4.5080103098
200, 2.37885462555, 4.0264714874
210, 2.3228462217, 3.96220278962
220, 2.21582733813, 3.79072132412
230, 2.28050171038, 3.78975005614
240, 2.28050171038, 3.78975005614
250, 2.2630834512, 3.7320802261
260, 2.25988700565, 3.80205713493
270, 2.25098480585, 3.78721125106
280, 2.24655995507, 3.81167465435
290, 2.24592925323, 4.00514455474
300, 2.24592925323, 4.00325909832
310, 2.24592925323, 3.99536768964
320, 2.18548613057, 3.98420027415
330, 2.10201793722, 3.93449135098
340, 2.09438704273, 3.91329334435
350, 2.09438704273, 3.91427750234
360, 2.09438704273, 3.91448845774
370, 2.09380234506, 3.90732870694
380, 2.09380234506, 3.90459807189
390, 2.09497206704, 3.90578787933
400, 2.09555741827, 3.90739877345
410, 2.08971858456, 3.89524490526
420, 2.09030100334, 3.89789274087
430, 2.08855472013, 3.89273974561
440, 2.12589729431, 3.91573729864
450, 2.07354160907, 3.85684195621
460, 2.80501089325, 4.71988118265
470, 2.81420765027, 4.74084096586
480, 2.78917145201, 4.7098183331
490, 2.78764689806, 5.03759137997
500, 2.78764689806, 4.92118482591
510, 2.7868852459, 4.92267818575
520, 2.7868852459, 4.91942177341
530, 2.78536318951, 4.96907287743
540, 2.7846027846, 4.5472539199
550, 2.78384279476, 4.54561095626
560, 2.82993197279, 4.55066071764
570, 2.82148670646, 4.53232275168
580, 2.81081081081, 4.51857750369
590, 2.80929227445, 4.51345405314
600, 2.80550310224, 4.50255769588
610, 2.80626011873, 4.50331796768
620, 2.80550310224, 4.49103308916
630, 2.80247911614, 4.48634918499
